  USAF  WBAN YR--MODAHRMN DIR SPD GUS CLG SKC L M H  VSB MW MW MW MW AW AW AW AW W TEMP DEWP    SLP   ALT    STP MAX MIN PCP01 PCP06 PCP24 PCPXX SD
727937 24222 200701010053 160   5 *** 100 BKN * * * 10.0 ** ** ** ** ** ** ** ** *   42   30 1026.5 30.30 1003.8 *** ***  0.00 ***** ***** ***** **
727937 24222 200701010153 160   5 ***  65 OVC * * * 10.0 ** ** ** ** ** ** ** ** *   38   30 1026.5 30.30 1003.8 *** ***  0.00 ***** ***** ***** **
727937 24222 200701010253 140   3 ***  65 OVC * * * 10.0 ** ** ** ** ** ** ** ** *   39   30 1026.6 30.30 1003.8 *** ***  0.00 ***** ***** ***** **
727937 24222 200701010353 140   5 *** 722 SCT * * * 10.0 ** ** ** ** ** ** ** ** *   38   30 1026.4 30.30 1003.8 *** ***  0.00 ***** ***** ***** **
727937 24222 200701010453 120   6 ***  80 BKN * * *  8.0 ** ** ** ** ** ** ** ** *   39   29 1026.0 30.28 1003.1 *** ***  0.00 ***** ***** ***** **
727937 24222 200701010553 130   7 *** 722 SCT * * * 10.0 ** ** ** ** ** ** ** ** *   40   28 1026.9 30.31 1004.1  43  37  0.00 ***** ***** ***** **
727937 24222 200701010653 120  10 *** 722 CLR * * * 10.0 ** ** ** ** ** ** ** ** *   39   27 1026.2 30.29 1003.5 *** ***  0.00 ***** ***** ***** **
727937 24222 200701010753 120  13 *** 722 SCT * * * 10.0 ** ** ** ** ** ** ** ** *   38   28 1026.3 30.30 1003.8 *** ***  0.00 ***** ***** ***** **
727937 24222 200701010759 *** *** *** *** *** * * * **** ** ** ** ** ** ** ** ** * **** **** ****** ***** ******  45  36 ***** *****  0.00 ***** **
727937 24222 200701010759 *** *** *** *** *** * * * **** ** ** ** ** ** ** ** ** * **** **** ****** ***** ****** *** *** ***** ***** ***** ***** **
727937 24222 200701010853 120  13 *** 110 BKN * * *  9.1 ** ** ** ** ** ** ** ** *   37   28 1025.8 30.28 1003.1 *** ***  0.00 ***** ***** ***** **
727937 24222 200701010953 140  10 ***  46 OVC * * * 10.0 ** ** ** ** ** ** ** ** *   38   27 1026.1 30.29 1003.5 *** ***  0.00 ***** ***** ***** **
727937 24222 200701011053 130  11 ***  95 BKN * * * 10.0 ** ** ** ** ** ** ** ** *   38   27 1025.8 30.28 1003.1 *** ***  0.00 ***** ***** ***** **
727937 24222 200701011153 150  13 ***  80 OVC * * * 10.0 ** ** ** ** ** ** ** ** *   38   28 1025.8 30.28 1003.1  40  37  0.00 ***** ***** ***** **
727937 24222 200701011253 140  15 ***  65 OVC * * * 10.0 ** ** ** ** ** ** ** ** *   39   29 1025.3 30.27 1002.8 *** ***  0.00 ***** ***** ***** **
727937 24222 200701011353 140  16 ***  65 OVC * * * 10.0 ** ** ** ** ** ** ** ** *   39   29 1025.0 30.25 1002.1 *** ***  0.00 ***** ***** ***** **
727937 24222 200701011453 150  13 ***  85 OVC * * * 10.0 ** ** ** ** ** ** ** ** *   39   29 1024.3 30.23 1001.5 *** ***  0.00 ***** ***** ***** **
727937 24222 200701011553 160  16 ***  60 OVC * * * 10.0 ** ** ** ** ** ** ** ** *   40   29 1023.9 30.22 1001.1 *** ***  0.00 ***** ***** ***** **
727937 24222 200701011653 150  15 ***  45 OVC * * * 10.0 61 ** ** ** 61 ** ** ** *   40   32 1023.0 30.20 1000.5 *** ***  0.00T***** ***** ***** **
727937 24222 200701011753 150  15 ***  45 OVC * * * 10.0 61 ** ** ** 61 ** ** ** *   41   32 1023.0 30.20 1000.5  41  38  0.00T 0.00T***** ***** **
727937 24222 200701011853 140  16 ***  39 OVC * * * 10.0 61 ** ** ** 61 ** ** ** *   40   34 1022.0 30.17  999.5 *** ***  0.03 ***** ***** ***** **
727937 24222 200701011953 150  17  25  35 OVC * * * 10.0 ** ** ** ** ** ** ** ** *   41   34 1020.8 30.13  998.2 *** ***  0.00T***** ***** ***** **
