  USAF  WBAN YR--MODAHRMN DIR SPD GUS CLG SKC L M H  VSB MW MW MW MW AW AW AW AW W TEMP DEWP    SLP   ALT    STP MAX MIN PCP01 PCP06 PCP24 PCPXX SD
727976 24217 201301010053 300   3 *** 722 SCT * * * 10.0 ** ** ** ** ** ** ** ** *   34   32 1029.1 30.36 1022.5 *** ***  0.00 ***** ***** ***** **
727976 24217 201301010153 ***   0 *** 722 CLR * * *  8.0 ** ** ** ** ** ** ** ** *   32   31 1029.6 30.37 1022.9 *** ***  0.00 ***** ***** ***** **
727976 24217 201301010253 ***   0 *** 722 SCT * * *  5.0 10 ** ** ** 10 ** ** ** *   31   30 1030.3 30.40 1023.9 *** ***  0.00 ***** ***** ***** **
727976 24217 201301010342 ***   0 ***  20 BKN * * * 10.0 ** ** ** ** ** ** ** ** *   32   30 ****** 30.40 1023.9 *** *** ***** ***** ***** ***** **
727976 24217 201301010353 ***   0 ***  20 BKN * * * 10.0 ** ** ** ** ** ** ** ** *   31   30 1030.5 30.40 1023.9 *** ***  0.00 ***** ***** ***** **
727976 24217 201301010400 ***   0 *** 722 CLR * * * 10.0 ** ** ** ** ** ** ** ** *   32   30 ****** 30.40 1023.9 *** *** ***** ***** ***** ***** **
727976 24217 201301010453 ***   0 *** 722 CLR * * *  9.1 ** ** ** ** ** ** ** ** *   31   30 1030.7 30.41 1024.2 *** ***  0.00 ***** ***** ***** **
727976 24217 201301010533 ***   0 ***  15 BKN * * *  7.0 ** ** ** ** ** ** ** ** *   32   30 ****** 30.42 1024.5 *** *** ***** ***** ***** ***** **
727976 24217 201301010551 040   5 ***  13 BKN * * *  6.0 ** ** ** ** 10 ** ** ** *   32   30 ****** 30.43 1024.9 *** *** ***** ***** ***** ***** **
727976 24217 201301010553 040   3 ***  13 BKN * * *  6.0 10 ** ** ** 10 ** ** ** *   32   31 1031.5 30.43 1024.9  35  31  0.00 ***** ***** ***** **
727976 24217 201301010607 090   3 *** 722 SCT * * *  6.0 10 ** ** ** 10 ** ** ** *   30   30 ****** 30.43 1024.9 *** *** ***** ***** ***** ***** **
727976 24217 201301010653 ***   0 *** 722 CLR * * *  4.0 ** ** ** ** 10 ** ** ** *   30   29 1032.2 30.45 1025.6 *** ***  0.00 ***** ***** ***** **
727976 24217 201301010710 ***   0 *** 722 CLR * * *  2.0 ** ** ** ** 10 ** ** ** *   28   28 ****** 30.46 1025.9 *** *** ***** ***** ***** ***** **
727976 24217 201301010720 ***   0 *** 722 CLR * * *  4.0 ** ** ** ** 10 ** ** ** *   30   28 ****** 30.45 1025.6 *** *** ***** ***** ***** ***** **
727976 24217 201301010753 ***   0 *** 722 CLR * * *  6.0 ** ** ** ** 10 ** ** ** *   28   27 1032.4 30.46 1025.9 *** ***  0.00 ***** ***** ***** **
727976 24217 201301010759 *** *** *** *** *** * * * **** ** ** ** ** ** ** ** ** * **** **** ****** ***** ******  37  28 ***** *****  0.00T***** **
727976 24217 201301010759 *** *** *** *** *** * * * **** ** ** ** ** ** ** ** ** * **** **** ****** ***** ****** *** *** ***** ***** ***** ***** **
727976 24217 201301010853 ***   0 *** 722 CLR * * *  6.0 ** ** ** ** 10 ** ** ** *   27   26 1032.9 30.47 1026.2 *** ***  0.00 ***** ***** ***** **
727976 24217 201301010951 ***   0 ***  14 BKN * * *  5.0 ** ** ** ** 10 ** ** ** *   27   25 ****** 30.48 1026.6 *** *** ***** ***** ***** ***** **
727976 24217 201301010953 ***   0 ***  14 BKN * * *  5.0 ** ** ** ** 10 ** ** ** *   28   26 1033.2 30.48 1026.6 *** ***  0.00 ***** ***** ***** **
727976 24217 201301011016 ***   0 *** 722 SCT * * *  5.0 ** ** ** ** 10 ** ** ** *   28   27 ****** 30.49 1026.9 *** *** ***** ***** ***** ***** **
727976 24217 201301011053 ***   0 *** 722 CLR * * *  5.0 ** ** ** ** 10 ** ** ** *   26   24 1033.6 30.49 1026.9 *** ***  0.00 ***** ***** ***** **
727976 24217 201301011153 350   3 *** 722 CLR * * *  6.0 ** ** ** ** 10 ** ** ** *   27   25 1032.7 30.47 1026.2  32  25  0.00 ***** ***** ***** **
727976 24217 201301011238 ***   0 ***  10 BKN * * *  7.0 ** ** ** ** ** ** ** ** *   27   25 ****** 30.47 1026.2 *** *** ***** ***** ***** ***** **
727976 24217 201301011253 ***   0 ***  10 OVC * * *  7.0 ** ** ** ** ** ** ** ** *   27   25 1032.7 30.47 1026.2 *** ***  0.00 ***** ***** ***** **
727976 24217 201301011338 ***   0 ***   8 BKN * * *  9.1 ** ** ** ** ** ** ** ** *   27   27 ****** 30.46 1025.9 *** *** ***** ***** ***** ***** **
727976 24217 201301011353 ***   0 ***   8 BKN * * *  8.0 ** ** ** ** ** ** ** ** *   26   24 1032.6 30.46 1025.9 *** ***  0.00 ***** ***** ***** **
727976 24217 201301011419 340   3 ***   2 BKN * * *  7.0 ** ** ** ** ** ** ** ** *   27   25 ****** 30.47 1026.2 *** *** ***** ***** ***** ***** **
727976 24217 201301011430 350   5 *** 722 SCT * * *  8.0 ** ** ** ** ** ** ** ** *   27   25 ****** 30.47 1026.2 *** *** ***** ***** ***** ***** **
727976 24217 201301011440 350   3 ***   2 BKN * * *  2.5 ** ** ** ** 10 ** ** ** *   27   25 ****** 30.47 1026.2 *** *** ***** ***** ***** ***** **
727976 24217 201301011445 ***   0 ***   1 OBS * * *  1.0 ** ** ** ** 10 ** ** ** *   27   25 ****** 30.47 1026.2 *** *** ***** ***** ***** ***** **
727976 24217 201301011448 ***   0 ***   2 OBS * * *  0.8 10 ** ** ** 10 ** ** ** *   27   25 ****** 30.47 1026.2 *** *** ***** ***** ***** ***** **
727976 24217 201301011451 ***   0 ***   2 OBS * * *  0.5 ** ** ** ** 35 ** ** ** *   27   27 ****** 30.47 1026.2 *** *** ***** ***** ***** ***** **
727976 24217 201301011453 ***   0 ***   2 OBS * * *  0.5 49 ** ** ** 35 ** ** ** *   27   26 1032.9 30.47 1026.2 *** ***  0.00 ***** ***** ***** **
727976 24217 201301011501 ***   0 ***   1 OBS * * *  0.3 49 ** ** ** 35 ** ** ** *   28   27 ****** 30.47 1026.2 *** *** ***** ***** ***** ***** **
727976 24217 201301011532 ***   0 ***   1 OBS * * *  0.5 49 ** ** ** 35 ** ** ** *   27   25 ****** 30.48 1026.6 *** *** ***** ***** ***** ***** **
727976 24217 201301011540 ***   0 ***   1 OBS * * *  1.0 10 ** ** ** 10 ** ** ** *   27   25 ****** 30.48 1026.6 *** *** ***** ***** ***** ***** **
727976 24217 201301011545 ***   0 *** 722 CLR * * * 10.0 ** ** ** ** ** ** ** ** *   27   25 ****** 30.48 1026.6 *** *** ***** ***** ***** ***** **
727976 24217 201301011553 ***   0 *** 722 CLR * * * 10.0 ** ** ** ** ** ** ** ** *   27   25 1033.3 30.48 1026.6 *** ***  0.00 ***** ***** ***** **
727976 24217 201301011653 010   5 *** 722 CLR * * * 10.0 ** ** ** ** ** ** ** ** *   26   25 1033.5 30.49 1026.9 *** ***  0.00 ***** ***** ***** **
727976 24217 201301011753 010   5 *** 722 CLR * * * 10.0 ** ** ** ** ** ** ** ** *   30   28 1034.3 30.51 1027.6  30  25  0.00 ***** ***** ***** **
727976 24217 201301011853 040   5 *** 722 CLR * * * 10.0 ** ** ** ** ** ** ** ** *   33   30 1034.0 30.50 1027.2 *** ***  0.00 ***** ***** ***** **
727976 24217 201301011953 020   6 *** 722 CLR * * * 10.0 ** ** ** ** ** ** ** ** *   37   32 1033.1 30.48 1026.6 *** ***  0.00 ***** ***** ***** **
727976 24217 201301012053 020   7 *** 722 CLR * * * 10.0 ** ** ** ** ** ** ** ** *   39   31 1032.6 30.46 1025.9 *** ***  0.00 ***** ***** ***** **
727976 24217 201301012153 360   6 *** 722 CLR * * * 10.0 ** ** ** ** ** ** ** ** *   38   31 1032.4 30.46 1025.9 *** ***  0.00 ***** ***** ***** **
727976 24217 201301012253 360   8 *** 722 CLR * * * 10.0 ** ** ** ** ** ** ** ** *   37   31 1032.0 30.44 1025.2 *** ***  0.00 ***** ***** ***** **
727976 24217 201301012353 ***   0 *** 722 CLR * * * 10.0 ** ** ** ** ** ** ** ** *   36   31 1031.9 30.44 1025.2  39  30  0.00 ***** ***** ***** **
727976 24217 201301020053 320   3 *** 722 CLR * * * 10.0 ** ** ** ** ** ** ** ** *   35   31 1031.8 30.44 1025.2 *** ***  0.00 ***** ***** ***** **
