  USAF  WBAN YR--MODAHRMN DIR SPD GUS CLG SKC L M H  VSB MW MW MW MW AW AW AW AW W TEMP DEWP    SLP   ALT    STP MAX MIN PCP01 PCP06 PCP24 PCPXX SD
727937 ***** 194301010000 045   3 ***  26 *** * * *  5.0 05 ** ** ** ** ** ** ** *   40   37 1011.9 ***** ****** *** *** ***** ***** ***** ***** **
727937 ***** 194301010100 045   3 ***  26 *** * * *  4.0 05 ** ** ** ** ** ** ** *   39   36 1011.9 ***** ****** *** *** ***** ***** ***** ***** **
727937 ***** 194301010200 045   3 ***  30 *** * * *  4.0 05 ** ** ** ** ** ** ** *   38   35 1011.9 ***** ****** *** *** ***** ***** ***** ***** **
727937 ***** 194301010300 023   6 *** 722 *** * * *  4.0 05 ** ** ** ** ** ** ** *   36   36 1010.8 ***** ****** *** *** ***** ***** ***** ***** **
727937 ***** 194301010400 023   2 *** 722 *** * * *  4.0 11 ** ** ** ** ** ** ** *   34   34 1010.8 ***** ****** *** *** ***** ***** ***** ***** **
727937 ***** 194301010500 338   2 ***  25 *** * * *  6.0 11 ** ** ** ** ** ** ** *   36   36 1011.5 ***** ****** *** *** ***** ***** ***** ***** **
727937 ***** 194301010600 293   2 ***  28 *** * * *  6.0 11 ** ** ** ** ** ** ** *   37   36 1012.2 ***** ****** *** *** ***** ***** ***** ***** **
727937 ***** 194301010700 360   8 ***  28 *** * * *  6.0 11 ** ** ** ** ** ** ** *   36   36 1012.5 ***** ****** *** *** ***** ***** ***** ***** **
727937 ***** 194301010800 023   2 ***  28 *** * * * 10.0 00 ** ** ** ** ** ** ** *   37   35 1012.9 ***** ****** *** *** ***** ***** ***** ***** **
727937 ***** 194301010900 360   3 ***  11 *** * * * 10.0 00 ** ** ** ** ** ** ** *   36   36 1013.2 ***** ****** *** *** ***** ***** ***** ***** **
727937 ***** 194301011000 360   2 ***  15 *** * * * 10.0 61 ** ** ** ** ** ** ** *   37   37 1013.2 ***** ****** *** *** ***** ***** ***** ***** **
727937 ***** 194301011100 045   2 ***  11 *** * * * 10.0 61 ** ** ** ** ** ** ** *   36   36 1013.2 ***** ****** *** *** ***** ***** ***** ***** **
727937 ***** 194301011200 045   3 ***  20 *** * * *  9.0 00 ** ** ** ** ** ** ** *   36   36 1013.5 ***** ****** *** *** ***** ***** ***** ***** **
727937 ***** 194301011300 068   3 ***  18 *** * * *  4.0 61 ** ** ** ** ** ** ** *   36   36 1013.5 ***** ****** *** *** ***** ***** ***** ***** **
727937 ***** 194301011400 045   3 ***  15 *** * * *  0.2 61 45 ** ** ** ** ** ** *   36   36 1013.5 ***** ****** *** *** ***** ***** ***** ***** **
727937 ***** 194301011500 360   3 ***  15 *** * * *  2.0 61 45 ** ** ** ** ** ** *   36   36 1013.5 ***** ****** *** *** ***** ***** ***** ***** **
727937 ***** 194301011600 360   3 ***   0 *** * * *  0.1 61 45 ** ** ** ** ** ** *   35   35 1013.5 ***** ****** *** *** ***** ***** ***** ***** **
727937 ***** 194301011700 045   5 ***   0 *** * * *  0.1 61 45 ** ** ** ** ** ** *   35   35 1013.5 ***** ****** *** *** ***** ***** ***** ***** **
727937 ***** 194301011800 360   2 ***   0 *** * * *  0.1 45 ** ** ** ** ** ** ** *   36   36 1014.6 ***** ****** *** *** ***** ***** ***** ***** **
727937 ***** 194301011900 023   3 ***   3 *** * * *  0.8 45 ** ** ** ** ** ** ** *   36   36 1014.2 ***** ****** *** *** ***** ***** ***** ***** **
727937 ***** 194301012000 360   2 ***   3 *** * * *  0.8 45 ** ** ** ** ** ** ** *   37   37 1013.9 ***** ****** *** *** ***** ***** ***** ***** **
727937 ***** 194301012100 360   2 ***   1 *** * * *  0.2 45 ** ** ** ** ** ** ** *   37   37 1013.2 ***** ****** *** *** ***** ***** ***** ***** **
727937 ***** 194301012200 360   2 ***   2 *** * * *  0.2 45 ** ** ** ** ** ** ** *   37   37 1012.9 ***** ****** *** *** ***** ***** ***** ***** **
727937 ***** 194301012300 360   3 ***   3 *** * * *  3.0 45 ** ** ** ** ** ** ** *   37   37 1013.2 ***** ****** *** *** ***** ***** ***** ***** **
727937 ***** 194301020000 360   3 ***  27 *** * * *  6.0 45 ** ** ** ** ** ** ** *   36   36 1012.9 ***** ****** *** *** ***** ***** ***** ***** **
727937 ***** 194301020100 360   3 ***  12 *** * * *  1.5 45 ** ** ** ** ** ** ** *   37   37 1012.9 ***** ****** *** *** ***** ***** ***** ***** **
727937 ***** 194301020200 023   5 ***  12 *** * * *  4.0 45 ** ** ** ** ** ** ** *   37   36 1012.9 ***** ****** *** *** ***** ***** ***** ***** **
727937 ***** 194301020300 338   3 ***  18 *** * * *  4.0 45 ** ** ** ** ** ** ** *   37   36 1012.9 ***** ****** *** *** ***** ***** ***** ***** **
727937 ***** 194301020400 360   3 ***  20 *** * * *  1.5 11 ** ** ** ** ** ** ** *   36   36 1013.2 ***** ****** *** *** ***** ***** ***** ***** **
727937 ***** 194301020500 315   3 ***  20 *** * * *  3.0 45 04 ** ** ** ** ** ** *   36   36 1013.5 ***** ****** *** *** ***** ***** ***** ***** **
