  USAF  WBAN YR--MODAHRMN DIR SPD GUS CLG SKC L M H  VSB MW MW MW MW AW AW AW AW W TEMP DEWP    SLP   ALT    STP MAX MIN PCP01 PCP06 PCP24 PCPXX SD
727937 ***** 196101010000 ***   0 ***  12 OVC * * * 10.0 00 ** ** ** ** ** ** ** *   40   38 1021.9 *****  999.7 *** *** ***** ***** ***** ***** **
727937 ***** 196101010100 203   3 ***  24 OVC * * * 10.0 00 ** ** ** ** ** ** ** *   39   36 ****** ***** ****** *** *** ***** ***** ***** ***** **
727937 ***** 196101010200 ***   0 ***  24 OVC * * * 10.0 00 ** ** ** ** ** ** ** *   39   38 ****** ***** ****** *** *** ***** ***** ***** ***** **
727937 ***** 196101010300 ***   0 ***  39 OVC * * * 10.0 00 ** ** ** ** ** ** ** *   39   37 1023.3 ***** 1001.0 *** *** ***** ***** ***** ***** **
727937 ***** 196101010400 ***   0 ***  39 OVC * * * 10.0 00 ** ** ** ** ** ** ** *   38   37 ****** ***** ****** *** *** ***** ***** ***** ***** **
727937 ***** 196101010500 ***   0 ***  39 OVC * * * 10.0 00 ** ** ** ** ** ** ** *   38   37 ****** ***** ****** *** *** ***** ***** ***** ***** **
727937 ***** 196101010600 ***   0 ***  39 OVC * * * 10.0 00 ** ** ** ** ** ** ** *   38   37 1024.3 ***** 1002.0 *** *** ***** ***** ***** ***** **
727937 ***** 196101010700 135   2 ***  30 OVC * * *  3.0 11 ** ** ** ** ** ** ** *   36   35 ****** ***** ****** *** *** ***** ***** ***** ***** **
727937 ***** 196101010800 135   5 ***  30 OVC * * *  1.5 11 ** ** ** ** ** ** ** *   35   35 ****** ***** ****** *** *** ***** ***** ***** ***** **
727937 ***** 196101010900 135   6 ***  24 OVC * * *  4.0 11 ** ** ** ** ** ** ** *   36   35 1024.6 ***** 1002.4 *** *** ***** ***** ***** ***** **
727937 ***** 196101011000 ***   0 ***  16 OVC * * *  6.0 11 ** ** ** ** ** ** ** *   37   36 ****** ***** ****** *** *** ***** ***** ***** ***** **
727937 ***** 196101011100 113   5 ***  18 OVC * * *  0.2 45 ** ** ** ** ** ** ** *   35   34 ****** ***** ****** *** *** ***** ***** ***** ***** **
