  USAF  WBAN YR--MODAHRMN DIR SPD GUS CLG SKC L M H  VSB MW MW MW MW AW AW AW AW W TEMP DEWP    SLP   ALT    STP MAX MIN PCP01 PCP06 PCP24 PCPXX SD
727937 ***** 195101010000 ***   0 *** 148 OVC * * * 15.0 00 ** ** ** ** ** ** ** *   41   36 1022.7 *****  999.7 *** *** ***** ***** ***** ***** **
727937 ***** 195101010100 158   9 *** 148 OVC * * * 10.0 00 ** ** ** ** ** ** ** *   40   36 1022.4 *****  999.3 *** *** ***** ***** ***** ***** **
727937 ***** 195101010200 135   8 ***  98 OVC * * * 10.0 80 ** ** ** ** ** ** ** *   39   35 1022.7 *****  999.7 *** *** ***** ***** ***** ***** **
727937 ***** 195101010300 135   7 ***  79 OVC * * * 10.0 00 ** ** ** ** ** ** ** *   38   36 1022.0 *****  999.0 *** *** ***** ***** ***** ***** **
727937 ***** 195101010400 135   6 ***  79 OVC * * * 10.0 00 ** ** ** ** ** ** ** *   38   36 1021.0 *****  998.3 *** *** ***** ***** ***** ***** **
727937 ***** 195101010500 135   8 ***  30 OVC * * * 10.0 80 ** ** ** ** ** ** ** *   37   35 1020.7 *****  998.0 *** *** ***** ***** ***** ***** **
727937 ***** 195101010600 135   6 ***  30 OVC * * * 10.0 80 ** ** ** ** ** ** ** *   37   35 1020.7 *****  998.0 *** *** ***** ***** ***** ***** **
727937 ***** 195101010700 113   5 ***  30 OVC * * * 15.0 00 ** ** ** ** ** ** ** *   37   35 1020.3 *****  997.6 *** *** ***** ***** ***** ***** **
727937 ***** 195101010800 158   5 ***  30 OVC * * * 15.0 00 ** ** ** ** ** ** ** *   37   34 1019.6 *****  997.0 *** *** ***** ***** ***** ***** **
727937 ***** 195101010900 158   3 ***  14 OVC * * * 10.0 80 ** ** ** ** ** ** ** *   37   35 1019.6 *****  997.0 *** *** ***** ***** ***** ***** **
727937 ***** 195101011000 135   6 ***  12 OVC * * *  7.0 61 ** ** ** ** ** ** ** *   37   36 1019.6 *****  997.0 *** *** ***** ***** ***** ***** **
727937 ***** 195101011100 135   3 ***   8 OVC * * *  2.0 61 45 ** ** ** ** ** ** *   36   36 1019.3 *****  996.6 *** *** ***** ***** ***** ***** **
727937 ***** 195101011200 113   3 ***   5 OVC * * *  2.0 61 45 ** ** ** ** ** ** *   37   37 1019.3 *****  996.6 *** *** ***** ***** ***** ***** **
727937 ***** 195101011300 135   3 ***   5 OVC * * *  2.0 61 45 ** ** ** ** ** ** *   37   37 1019.0 *****  996.3 *** *** ***** ***** ***** ***** **
727937 ***** 195101011400 ***   0 ***   5 OVC * * *  2.0 61 45 ** ** ** ** ** ** *   37   37 1019.0 *****  996.3 *** *** ***** ***** ***** ***** **
